x,y
10.57598219977466,4.834712580395365e-06
11.584186252243313,9.260896407700355e-06
12.688501984196058,5.255744659561252e-06
13.898091682682459,6.926068506447102e-06
15.222991071824765,8.320309743285877e-06
16.674192577216374,7.707874594139648e-06
18.26373652788135,8.236209700648402e-06
20.004811052479365,9.05524451034808e-06
21.91186149857496,1.492240815837556e-05
24.000710282800956,8.666571071940131e-06
26.288688166288843,1.4324079107590467e-05
28.794778044532194,1.550667727803037e-05
31.53977244467891,1.480109613644966e-05
34.546446036975794,1.71159250172433e-05
37.83974459165856,1.6255128184270486e-05
41.446991949024735,1.951106855366064e-05
45.3981167198789,2.1237890727392482e-05
49.72590059723849,2.243924953857795e-05
54.46625033949292,2.2222792977180225e-05
59.65849568160582,2.0868415086245785e-05
65.3457156460702,2.7945604232553112e-05
71.57509596095346,2.382207082343535e-05
78.39832055045812,2.8931979742903985e-05
85.87200034611743,3.254428585953545e-05
94.05814297638679,3.504726731445522e-05
103.02466723155145,4.2926153600193215e-05
112.84596657236325,4.081429161099886e-05
123.60352635772514,4.373646649735943e-05
135.38659991243765,4.6751018045984324e-05
148.29294904420715,5.007355947085466e-05
162.42965515383753,5.4633486394612565e-05
177.91400766822372,6.23453827207792e-05
194.87447716729903,6.255684692713442e-05
213.4517812787759,7.205970000790368e-05
233.80005218419586,7.085352343853336e-05
256.08811542285287,7.667054346266148e-05
280.5008906035715,8.212822416761909e-05
307.24092564576483,8.971412027672233e-05
336.53007727906464,9.606663663627832e-05
368.61135174429324,9.639247720677396e-05
403.75092096770436,0.00011062356179634694
442.24033093628987,0.00011461544014087434
484.3989205966,0.0001212149438418123
530.5764713461973,0.0001303837070870895
581.1561091000458,0.00014313397569037876
636.5574830097015,0.00015408912123652873
697.2402472085009,0.00016842980298936648
763.707874470093,0.00016900108626747591
836.5118334214778,0.00017373708705309754
916.2561639680523,0.00018796000249169853
1003.602488892054,0.00020036601879020897
1099.2755032046307,0.00021057182268180674
1204.0689867955957,0.00022229887507335292
1318.8523902666234,0.00022947202471611301
1444.578048589224,0.0002369747945329988
1582.2890824377814,0.00023777856996375597
1733.1280527534334,0.00023725710796988943
1898.346440343982,0.00023069723297155207
2079.3150291701827,0.00022701186891702972
2277.535279466464,0.00023587086636837386
2494.651785056586,0.00024183852643073657
2732.4659182201067,0.00024128427630040305
2992.9507753183634,0.0002263874235457284
3278.2675471808816,0.00021544163965066035
3590.78345007401,0.00021383724897074997
3933.09136602144,0.00019002153690308166
4308.031355428453,0.00017258131323705247
4718.7142204958245,0.0001485942114398983
5168.547314924321,0.000120021411514097
5661.262814047768,0.00010254082930291778
6200.9486799463175,8.852345697306862e-05
6792.082578451291,7.383835502375325e-05
7439.569029444212,6.0850985022642474e-05
8148.780098678595,4.7132862066457616e-05
8925.599968736498,2.9727557889259588e-05
9776.473758916094,1.7814686978992182e-05
10708.460999099103,5.462153022360533e-06
11729.29420126015,3.355445295906409e-06
12847.443014574103,4.334222650345897e-06
14072.18449640353,5.637008436760258e-06
15413.680082190622,7.779039254965961e-06
16883.059892857378,1.2635684898988632e-05
18492.51507919576,9.993771919185631e-06
20255.398969410708,2.1466225710381323e-06
22186.33785901706,4.6646239295068935e-07
24301.352362291895,1.4252275962160692e-07
26617.99033211122,2.0045444729795637e-07
29155.472450980298,3.3912812858655113e-07
31934.85170119715,3.908659094487866e-07
34979.1880372415,3.3673555390343375e-07
38313.73970961111,4.1516007332131593e-07
41966.17282748096,5.055843013978179e-07
45966.79089888501,2.3047628075793848e-08
50348.78625286947,1.4247564056521662e-07
