x,y
10.577566433655463,14676.130696515314
11.799415898023483,13828.54943908247
13.162405209911277,13029.918003834187
14.682837896994581,12277.409422770726
16.37890076101627,11568.359991980316
18.27088142096365,10900.25984275184
20.38141098537321,10270.744057228207
22.735734756510862,9677.584297151707
25.36201420448176,9118.680916069148
28.2916638233621,8592.05552707572
31.559726898689796,8095.84399978939
35.20529468109312,7628.289861766421
39.27197398004283,7187.738081000843
43.80840877089551,6772.6292074992625
48.86886205448088,6381.493853193538
54.51386492920233,6012.947490651672
60.81094063958931,5665.685552175319
67.83541226207763,5338.478811936076
75.67130368922886,5030.169034804306
84.41234468959831,4739.664876468387
94.16309206537169,4465.938020331761
105.0401803186052,4208.019537513354
117.17371678603388,3964.996457066517
130.70883793048688,3736.008534275998
145.8074454046391,3520.245205593367
162.65014265319317,3316.9427194321397
181.43839521834454,3125.3814326662387
202.3969405892305,2944.883263262126
225.77647642101013,2774.809290027389
251.856659278966,2614.5574909795528
280.9494497773924,2463.56061232944
313.4028441264709,2321.2841605357826
349.60503672239156,2187.2245103234154
389.9890635719392,2060.9071219679113
435.037982094315,1941.8848615362417
485.2906492588914,1829.7364181374994
541.3481671746516,1724.0648125811463
603.8810732308488,1624.495992163772
673.6373607944436,1530.6775066102418
751.4514264046679,1442.2772604823624
838.2540504874387,1358.9823376389256
935.0835309748942,1280.4978935859356
1043.0981030059193,1206.5461117962464
1163.5897932671005,1136.8652203042002
1297.9998746941355,1071.2085650942627
1447.9361063966012,1009.3437370036402
1615.191965023093,951.0517490483517
1801.7680976045617,896.1262612606539
2009.8962524860933,819.727296827726
2242.065974599267,655.1778192087036
2501.054384393178,523.6594858366483
2789.959396627643,418.5417287750889
3112.236776378397,334.52497942658283
3471.741475503245,267.37348791448926
3872.773744019277,213.7017754611324
4320.130567956824,170.8039536434735
4819.163048968977,136.5173055642114
5375.840412048416,109.11325130924048
5996.821406985957,87.21020065601596
6689.533957646278,69.70389945495513
7462.2640117932515,55.7117580590195
8324.254654250635,44.528355089122265
9285.81666894972,35.58987323362634
10358.451872362464,28.44567409351737
11554.990693584901,22.735579003695094
12889.74564674807,18.171710430693008
14378.682531531722,14.523978471069046
16039.611409611902,11.608480744431079
17892.39964142569,9.278230855426745
19959.209531513,7.415747995093211
22264.76342505262,5.927134082308822
24836.639426570648,4.737339841228689
27705.60127808887,3.786381151436765
30905.96634258208,3.026314916059993
34476.01609441423,2.4188219845991794
38458.45402687408,1.9332752722236213
42900.91645411489,1.5451956787182415
47856.54231750568,1.2350179614014845
53384.60881218639,0.9871043428295855
59551.24043693564,0.7889561237856962
66430.19994871964,0.6305835545963239
74103.77068299992,0.504002196496476
82663.74079376036,0.4028303818292336
92212.50118633473,0.3219674788179619
102864.27027606306,0.25733674045553906
114746.46022284645,0.20567977309821103
128001.20098394592,0.16439226278705601
142787.0404151287,0.13139267735065163
159280.84075608558,0.10501732483441341
177679.89418511267,0.08393647757054405
198204.28274846784,0.06708733323819836
221099.5108929222,0.053620433109436615
246639.44209080047,0.04285683612784463
275129.5746842316,0.03425388972782632
306910.6961329349,0.02737787171190057
342362.95937617787,0.021882123911445672
381910.43006870337,0.017489575227563305
426026.15908282454,0.01397877294171612
475237.840951905,0.011172718057102822
